Class	FDP	FAO	QD	FSAF	FSAR	FXX	LEN	HRUN	RBI	VARB	STB	STBP	MLLD	SSEN	SSEP	SSSB	QUAL	GQ
T	17	17	22.9584	7	10	0	1	2	0.235419	-0.021999	0.5	1	21.3976	0	0	0	97.573	21
T	76	74	32.8305	43	31	0.0843272	1	2	0.0383186	-0.00115404	0.5	1	14.8421	0	0	-5.15971e-08	623.779	11
T	304	304	23.3543	141	163	0.00977167	1	0	0.0199545	0.000256799	0.5	1	174.483	0	0	-0.00341895	1774.93	99
T	157	71	1.87867	41	30	0	3	2	0.018107	0.012298	0.523716	0.614	213.681	0	0	0.0509215	73.7378	73
T	65	47	8.00435	40	7	0.392487	27	1	0.0258175	0.01957	0.564013	0.217	422.934	0	0	0.00822577	130.071	8
T	95	46	2.62405	21	25	0.049995	3	1	0.0394248	0.0565906	0.503921	0.948	200.517	0	0	-0.048023	62.3212	62
T	230	230	23.4043	125	105	0.012875	1	1	0.0776692	-6.20375e-05	0.5	1	26.3112	0	0	0.0144264	1345.75	99
T	218	218	22.9794	121	97	0.0603422	2	1	0.0819305	0.000362807	0.5	1	222.904	0	0	0.0109652	1252.38	99
T	210	102	2.37432	60	42	0	3	1	0.0177143	0.0197778	0.555545	0.123	351.89	0	0	0.100793	124.652	99
T	270	214	11.2056	124	90	0.0217383	27	0	0.07238	0.0179693	0.539202	0.011	178.952	0	0	0.0666343	50	99
T	151	151	23.1821	42	109	0.00657851	3	1	0.0103727	6.67806e-06	0.5	1	345.648	0	0	-0.13726	875.125	99
T	177	81	1.91101	47	34	0.0111726	3	2	0.00230592	0.0210332	0.57195	0.111	313.73	0	0	0.202205	84.5623	84
T	396	396	22.9733	201	195	0.00999975	6	2	0.0449294	-0.000140372	0.5	1	26.8832	0	0	-0.00674601	10	99
T	156	60	0.976367	39	21	0.031054	4	1	0.0157519	-0.00121856	0.543881	0.403	353.082	0	0	0.0800814	38.0783	38
T	145	145	23.5855	51	94	0.0136045	3	1	0.00913889	7.24811e-06	0.5	1	256.118	0	0	0.0213523	854.973	99
T	170	170	23.4616	78	92	0.0502765	1	1	0.127862	0.00134318	0.5	1	30.2441	0	0	0.0438687	997.119	99
T	140	140	23.4448	98	42	0.0070917	1	1	0.0668302	7.34222e-05	0.5	1	112.153	0	0	0	820.57	99
T	68	39	2.38114	28	11	0	1	5	0.22736	0.0139137	0.693397	0	14.6323	0.363281	0	0.389762	40.4793	36
T	129	48	0.875746	19	29	0.015266	5	1	0.0128971	0.021534	0.525066	0.699	277.54	0	0	0.0295797	28.2428	28
T	92	92	22.8921	40	52	0.0107515	1	3	0.0846665	0.00173092	0.5	1	27.2493	0	0	0.00920359	526.518	99
T	20	16	13.023	11	5	0.0908678	3	5	0.0955768	0.0147483	0.576834	0.254	216.179	0	0	-0.0525104	65.1152	4
T	103	103	23.0246	55	48	0.0190458	1	2	0.101011	0.001617	0.5	1	23.2797	0	0	-4.05013e-08	592.883	99
T	189	100	3.22303	53	47	0.0104707	2	1	0.0065805	0.0135134	0.532629	0.336	273.181	0	0	0.0597588	152.288	99
T	135	105	10.5567	19	86	0.0145975	3	5	0.0137924	0.00638318	0.686338	0	277.202	0	0	-0.482165	356.288	6
T	167	89	3.25318	47	42	0.0402276	3	1	0.0125859	0.0170777	0.504861	0.9	234.657	0	0	0.0347454	135.82	87
T	178	178	23.6306	105	73	0.0326069	3	1	0.0470477	1.88339e-05	0.5	1	342.648	0	0	-5.77801e-08	1051.56	99
T	66	31	2.44928	10	21	0.0294074	1	1	0.0285341	-0.000493115	0.703221	0.008	316.77	0	0	-0.390172	40.4132	40
T	237	237	23.1836	87	150	0.00836785	1	1	0.0586515	4.43101e-05	0.5	1	203.342	0	0	0	1373.63	99
T	168	93	3.8098	46	47	0.0561766	3	5	0.0522263	-0.0117724	0.542277	0.234	58.3276	0	0.492958	0.042324	160.012	73
T	38	31	6.4998	12	19	0	1	7	0.184519	-0.0050935	0.519843	0.648	8.77319	0	0	-0.232988	61.7481	3
T	120	120	20.7928	93	27	0.0163921	1	2	0.111016	-8.85831e-05	0.5	1	15.8721	0	0	-0.0325845	623.783	99
T	52	24	2.50416	5	19	0.0545355	4	1	0.0297396	0.0405619	0.558772	0.516	214.975	0	0	-0.193461	32.5541	32
T	146	69	2.23189	34	35	0	2	2	0.00352637	0.000699623	0.568226	0.136	122.726	0	0	0.123433	81.464	81
T	168	84	2.67619	45	39	0.0344808	6	1	0.0246399	0.016006	0.566421	0.097	307.119	0	0	-0.101201	112.4	99
T	265	108	1.14202	47	61	0.0111936	4	1	0.0145059	0.0203971	0.55923	0.1	318.861	0	0	-0.101815	75.6585	75
T	166	79	2.21752	58	21	0.00598767	1	1	0.0979366	-0.0179783	0.577773	0.082	164.799	0	0	0.122686	92.027	92
T	209	105	2.68366	73	32	0	3	2	0.0151115	0.0494281	0.570936	0.041	205.065	0	0	0.154577	140.221	99
T	187	94	2.70851	47	47	0	3	2	0.0285073	0.0231825	0.524059	0.504	192.551	0	0	0.0401869	126.623	99
T	226	226	23.5735	89	137	0.0300416	3	1	0.00190601	3.89214e-06	0.5	1	384.025	0	0	0	1331.9	99
T	92	90	21.5741	29	61	0	3	5	0.0138884	-6.90867e-05	0.508063	0.417	327.609	0	0	-0.0120551	496.204	89
T	104	57	3.90916	21	36	0.0877116	35	1	0.0419424	0.0050156	0.513686	0.787	326.03	0	0	0.0374961	50	99
T	68	67	22.1441	30	37	0.0144907	3	1	0.0385183	4.61457e-05	0.508194	0.291	184.834	0	0	-0.0807975	376.45	72
T	381	195	2.74781	87	108	0.0474988	3	1	0.0189681	0.0315933	0.521298	0.386	174.678	0	0	0.00592293	261.729	99
T	70	70	23.2749	27	43	0	1	1	0.0114947	-0.000328545	0.5	1	30.4543	0	0	-0.00671065	407.311	86
T	43	41	20.2146	19	22	0	2	1	0.0407859	0.000367793	0.50171	0.863	34.8229	0	0	-0.00353302	217.307	36
T	126	0	22.8532	0	0	0.0156238	2	0	0.160833	0.0193724	0.5	1	4.00712	0	0	-0.865551	719.875	99
T	400	381	19.6555	159	222	0	3	1	0.0215541	0.00103166	0.512977	0.023	283.486	0	0	-0.0203557	1965.55	99
T	286	214	9.45222	94	120	0.0171815	3	1	0.0236703	0.000993062	0.527241	0.122	288.388	0	0	0.0539829	675.834	3
T	194	80	1.26903	33	47	0.0152277	1	1	0.0285287	0.0238928	0.526205	0.539	272.836	0	0	-0.0371404	61.5479	61
T	39	39	23.7099	9	30	0	2	1	0.0382688	0.000845224	0.5	1	61.3095	0	0	4.68708e-08	231.171	49
T	220	100	1.31623	48	52	0	1	5	0.0930528	0.00322518	0.54716	0.205	13.3272	0.358974	0	-0.0978715	72.3924	72
T	234	116	2.52124	65	51	0.0370355	2	2	0.0314616	0.00550336	0.534914	0.285	164.963	0	0	0.0924487	147.493	99
T	301	139	1.89924	65	74	0.00331115	3	3	0.0123526	0.020244	0.50748	0.81	298.165	0	0	-0.00678365	142.917	99
T	149	81	3.47723	61	20	0.00666622	1	3	0.0848307	0.00714858	0.59173	0.025	26.1621	0	0	0.211747	129.527	71
T	251	251	21.9183	136	115	0	1	2	0.132422	0.000911554	0.5	1	21.4361	0	0	-0.0340983	1375.37	99
T	231	231	21.6636	96	135	0.00431016	1	2	0.160804	0.00116739	0.5	1	18.5842	0	0	0.0075133	1251.07	99
T	182	97	3.30397	47	50	0.00546418	3	2	0.0215149	-0.00316493	0.520947	0.54	225.064	0	0	-0.0190973	150.33	95
T	81	52	6.29987	28	24	0.0470533	3	1	0.0204343	0.000330619	0.618635	0.009	296.409	0	0	-0.225989	127.572	17
T	187	187	23.0554	35	152	0.0157886	2	2	0.0490454	-0.00026018	0.5	1	280.808	0	0	0	1077.84	99
T	117	117	23.6659	69	48	0.0639949	12	3	0.00745501	-3.16806e-05	0.5	1	561.116	0	0	0	50	99
T	139	139	23.2942	80	59	0.0141834	1	2	0.105248	-0.0014895	0.5	1	28.5169	0	0	0	809.475	99
T	269	136	2.6295	94	42	0.143308	27	1	0.0105432	0.0216905	0.50032	0.998	469.965	0	0	0.0101299	176.834	99
T	260	133	2.78109	81	52	0.0076333	3	2	0.02445	0.00656519	0.517413	0.563	231.282	0	0	0.0542475	180.771	99
T	224	105	2.09256	19	86	0.121564	18	1	0.0160693	0.0271097	0.668282	0	254.772	0	0	-0.244492	117.183	99
T	161	62	0.966178	35	27	0.0122692	2	2	0.0235576	0.0249315	0.609746	0.033	109.232	0	0	0.189812	38.8887	38
T	188	188	23.3888	83	105	0.00529073	1	2	0.0872522	0.000573827	0.5	1	28.1872	0	0	0	1099.27	99
T	70	70	22.6703	55	15	0	1	1	0.149773	1.88431e-05	0.5	1	24.1562	0	0	0.0215751	396.73	83
T	230	93	2.64921	45	48	0.0725777	21	1	0.0164926	0.0394051	0.561838	0.126	243.782	0	0	0.115897	152.33	93
T	107	107	22.6552	66	41	0	5	1	0.217119	0.0014876	0.5	1	21.602	0	0	-0.00940593	50	99
T	115	43	0.924168	22	21	0.0170926	3	2	0.0315815	0.0271031	0.619666	0.073	235.758	0	0	0.182803	26.5698	26
T	40	40	23.6121	26	14	0.0697512	1	1	0.0777452	0.00368899	0.5	1	29.4489	0	0	0.0903975	236.121	50
T	82	80	21.4249	42	38	0.0120467	3	1	0.0608539	0.00258467	0.511625	0.224	166.019	0	0	-0.197947	439.21	78
T	262	109	1.26234	68	41	0.0187259	3	0	0.00754415	-0.00729307	0.549376	0.166	295.996	0	0	0.0931733	82.6829	82
T	55	55	23.1372	23	32	0	2	1	0.151888	0.00338551	0.5	1	45.8923	0	0	0.0313711	318.137	67
T	363	181	2.5314	92	89	0.0054793	1	3	0.067089	-0.00606393	0.542669	0.093	29.2512	0	0	0.0938139	229.725	99
T	56	23	1.63076	11	12	0.0175408	4	1	0.0103853	0.00392128	0.557226	0.502	277.439	0	0	-0.111153	22.8307	22
T	130	130	21.0493	38	92	0.00763301	1	3	0.0239497	-0.000166816	0.5	1	16.5016	0	0	-0.137344	684.104	99
T	215	215	20.7996	112	103	0.00462942	1	2	0.109827	0.000758904	0.5	1	17.1728	0	0	-0.0459062	1117.98	99
T	50	50	36.5501	14	36	0	1	3	0.0783314	-0.00240705	0.5	1	19.9669	0	0	-4.84921e-08	456.876	22
T	265	265	22.7143	85	180	0.00375926	2	2	0.0424369	-0.000611107	0.5	1	258.398	0	0	4.03021e-08	1504.82	99
T	397	159	0.366014	82	77	0.00749981	1	7	0.0509266	0.0530791	0.528433	0.355	6.79066	0	0	-0.0914367	36.3269	36
T	168	108	6.12138	56	52	0.0508446	3	5	0.0445179	-0.0108891	0.518515	0.537	49.2602	0	0.492958	0.0472124	257.098	27
T	106	58	3.79938	37	21	0.00934492	3	1	0.0146123	0.0348698	0.555612	0.209	205.39	0	0	0.116116	100.684	53
T	23	23	23.7838	8	15	0	2	1	0.0712628	-0.00149943	0.5	1	41.8241	0	0	0	136.757	29
T	398	198	2.48636	107	91	0.00499988	2	1	0.0401564	0.0202026	0.517547	0.49	229.339	0	0	-0.0142729	247.393	99
T	111	54	2.55486	33	21	0.0263135	3	1	0.0047913	0.0228407	0.517235	0.736	274.096	0	0	0.0497601	70.8973	70
T	171	171	22.7406	84	87	0.00581362	1	1	0.0831314	0.000150045	0.5	1	23.4359	0	0	-0.0231824	972.162	99
T	117	60	3.02571	27	33	0.264134	1	2	0.115362	-0.0148735	0.549243	0.292	19.9548	0	0	0.0393162	88.5019	66
T	190	94	2.56208	50	44	0.00523533	15	3	0.0337199	0.00825975	0.500337	0.988	593.412	0.362319	0	0.000985985	121.699	99
T	99	47	2.39707	28	19	0.009999	3	2	0.0554975	0.00317198	0.532055	0.549	244.452	0	0	-0.0666512	59.3274	59
T	335	153	1.83556	81	72	0.0428559	1	0	0.0175409	0.0061137	0.542771	0.136	145.743	0	0	0.0810446	153.728	99
T	43	4	15.5283	1	3	0.0227221	2	7	0.0894865	0.00283387	0.5	1	11.3417	0	0	-0.258785	166.929	12
T	92	92	23.3761	45	47	0	1	1	0.119199	0.00224685	0.5	1	27.7384	0	0	0.020326	537.65	99
T	251	145	4.22851	77	68	0.0233454	8	1	0.012994	0.00894091	0.536978	0.185	288.285	0	0	0.0763475	265.339	84
T	73	36	2.83007	14	22	0.0135117	3	1	0.0267965	0.0242026	0.522967	0.702	234.831	0	0	0.0152383	51.6487	50
T	112	105	18.8795	17	88	0	3	3	0.0317885	0.004188	0.529477	0.069	263.263	0	0	-8.06942e-08	528.627	69
T	105	50	16.1009	24	26	0.0624944	3	1	0.0232644	-0.000673582	0.576993	0.021	177.404	0	0	-0.155036	422.648	52
T	220	206	18.676	107	99	0.0392996	3	2	0.0196015	0.00392064	0.501237	0.907	185.193	0	0	0.00267127	1027.18	99
T	75	75	23.653	55	20	0.0624922	3	1	0.0530313	0.000212567	0.5	1	197.012	0	0	-5.34984e-08	443.493	93
T	307	162	3.11385	107	55	0.0222923	6	1	0.0220712	0.0253685	0.531212	0.246	305.851	0	0	0.130477	238.988	99
T	112	112	21.9944	41	71	0.0175423	1	1	0.13755	0.00656274	0.5	1	23.9437	0	0	-0.0207241	615.844	99
T	161	64	1.12078	36	28	0.00617246	6	2	0.0555038	0.0197389	0.540971	0.423	292.127	0	0	0.0828381	45.1115	45
T	185	90	2.41052	45	45	0.0159566	1	0	0.0307296	0.0245678	0.567553	0.076	278.808	0	0	0.121835	111.486	99
T	134	72	3.49658	33	39	0.0496419	3	1	0.0215896	0.0508743	0.563799	0.123	158.973	0	0	-0.060818	117.135	70
T	80	27	5.17992	17	10	0.0361402	3	1	0.0728385	0.0642043	0.570752	0.406	160.726	0	0	-0.0801154	103.598	83
T	192	176	17.3541	67	109	0.039998	3	1	0.0337333	0.00375609	0.505008	0.626	265.789	0	0	-0.0274439	832.995	89
T	17	17	22.9584	7	10	0	22	2	0.235419	-0.021999	0.5	1	21.3976	0	0	0	50	99
T	112	43	1.05104	16	27	0.0260847	3	1	0.0447131	0.0330891	0.692223	0.005	286.968	0	0	-0.356901	29.429	29
T	245	240	30.9036	58	182	0.00809684	1	3	0.119739	0.00163871	0.5	1	16.7445	0	0	-0.305374	1892.84	36
T	112	112	23.559	41	71	0.00884877	2	1	0.0387308	4.79938e-05	0.5	1	184.884	0	0	0	659.653	99
T	119	118	21.4017	56	62	0	1	2	0.218497	0.00499923	0.503999	0.483	22.2189	0	0	-0.0128383	636.701	99
T	55	55	23.3999	28	27	0.017854	21	1	0.076702	-0.00222497	0.5	1	26.4755	0	0	-3.4002e-08	50	99
T	94	94	23.5368	56	38	0	2	1	0.0349777	3.9138e-06	0.5	1	312.421	0	0	0	553.116	99
T	26	26	23.5152	15	11	0	1	2	0.173678	0.00439462	0.5	1	27.7033	0	0	-0.029965	152.849	32
T	38	38	23.6349	23	15	0	2	1	0.0914427	-0.00153062	0.5	1	44.7698	0	0	0	224.531	47
T	245	245	18.2738	110	135	0.00809684	1	6	0.157002	0.00307448	0.5	1	12.9563	0.418605	0	0.0207481	1119.27	99
T	179	78	1.59558	53	25	0	3	1	0.0268508	0.0203575	0.587868	0.044	293.743	0	0	0.164241	71.402	71
T	398	141	0.520043	80	61	0.00499988	9	4	0.0191452	0.0104491	0.586993	0.008	415.55	0	0	0.217023	51.7443	51
T	226	226	22.637	124	102	0	1	1	0.0593985	0.000412389	0.5	1	24.2893	0	0	0.000836118	1278.99	99
T	54	53	21.941	37	16	0.0181785	3	5	0.0202794	0.000111413	0.515146	0.201	301.973	0	0	0.134116	296.203	55
T	218	218	23.0804	109	109	0.004566	1	1	0.0766389	-0.000647675	0.5	1	23.2196	0	0	-0.00882096	1257.88	99
T	116	40	4.758	28	12	0.025208	3	1	0.0301139	0.113029	0.517961	0.832	153.861	0	0	-0.0466361	137.982	99
T	54	54	22.9523	16	38	0.0181785	1	2	0.193727	-0.00422801	0.5	1	22.6946	0	0	-4.5765e-08	309.856	66
T	149	78	3.22195	39	39	0.0858843	12	1	0.013679	0.013883	0.530194	0.48	297.392	0	0	0	120.018	84
T	255	255	23.5609	138	117	0.0154434	1	2	0.175665	-0.00119956	0.5	1	33.002	0	0	-5.9601e-08	1502.01	99
T	51	36	8.58278	28	8	0.0192271	18	1	0.0090851	0.0190626	0.544884	0.388	293	0	0	0.0920651	109.43	6
T	140	83	4.73627	42	41	0.0070917	3	1	0.0214928	0.01978	0.563065	0.091	290.194	0	0	0.115984	165.77	44
T	314	127	1.06534	73	54	0.0156735	9	4	0.0192968	0.0128725	0.626868	0	397.512	0	0	0.295172	83.6293	83
T	124	124	22.1881	26	98	0.0158718	1	1	0.215103	0.00305728	0.5	1	22.957	0	0	-0.429156	687.832	99
T	103	103	22.0768	64	39	0.00961446	22	2	0.0878178	3.00075e-05	0.5	1	18.6634	0	0	-0.0152975	50	99
T	184	184	22.6918	87	97	0.00540511	1	1	0.0835715	5.8324e-05	0.5	1	24.3357	0	0	-0.0363486	1043.82	99
T	247	215	14.7767	147	68	0.0313713	3	1	0.0618301	0.00948824	0.595229	0	336.922	0	0	0.158648	912.461	60
T	298	298	23.1973	149	149	0.00666644	1	2	0.0664694	0.000263709	0.5	1	27.2645	0	0	3.95865e-08	1728.2	99
T	63	25	1.40946	15	10	0.0156226	3	1	0.0309003	-0.00641439	0.529388	0.716	140.66	0	0	0.00984521	22.199	22
T	170	69	1.202	33	36	0.0116272	1	1	0.0932279	-0.00647641	0.585937	0.072	30.6213	0	0	-0.17079	51.0851	51
T	114	114	22.7831	48	66	0.0172399	5	1	0.128059	0.00191333	0.5	1	22.3929	0	0	-0.0227108	16	99
T	278	278	23.2516	154	124	0	6	2	0.0455522	6.47404e-05	0.5	1	28.621	0	0	0.000692945	50	99
T	125	72	3.15088	37	35	0.0157468	1	4	0.159023	0.00154476	0.61323	0.003	11.6407	0	0	0.163354	98.465	34
T	60	29	2.78347	12	17	0.0163908	6	2	0.0488608	0.0250576	0.649339	0.033	291.718	0	0	-0.312857	41.752	41
T	106	106	22.1756	80	26	0.00934492	1	2	0.104196	-7.4984e-05	0.5	1	18.5373	0	0	0.0139742	587.653	99
T	311	179	4.14049	134	45	0	2	1	0.012963	0.00930039	0.749784	0	252.743	0	0	0.469318	321.923	99
T	222	118	3.25568	58	60	0	4	1	0.00692179	0.00717762	0.509548	0.751	242.515	0	0	0.0261342	50	99
T	126	58	2.04342	24	34	0.0307669	4	0	0.0187427	0.0233518	0.586177	0.096	308.193	0	0	-0.153667	64.3678	64
T	43	20	2.69177	8	12	0.139972	4	3	0.0154748	0.00908692	0.542814	0.6	284.379	0	0	-0.0516853	28.9365	28
T	131	131	22.4011	70	61	0.0150365	1	2	0.221474	0.00244416	0.5	1	20.7625	0	0	-0.0729134	733.637	99
T	69	33	2.61774	16	17	0	3	1	0.0415664	0.0323531	0.535661	0.624	242.692	0	0	0.0638003	45.1559	45
T	74	39	3.52674	15	24	0.0133316	6	1	0.0249832	0.00274392	0.521054	0.727	297.141	0	0	0.0356165	65.2448	45
T	109	49	1.93865	30	19	0	3	1	0.00568054	0.0323841	0.544804	0.439	201.074	0	0	0.0644911	52.8283	52
T	86	86	23.3966	39	47	0.0652103	3	1	0.110803	0.000199239	0.5	1	246.597	0	0	0	503.026	99
T	172	83	2.35112	41	42	0.022726	3	2	0.00559031	-0.00160496	0.552176	0.195	322.865	0	0	0.141871	101.098	99
T	108	56	3.14512	20	36	0.00917347	3	1	0.0194848	0.0115759	0.562477	0.2	279.996	0	0	-0.158657	84.9183	67
T	30	30	23.5279	13	17	0.117612	1	2	0.0715819	0.000454445	0.5	1	229.648	0	0	0.125382	176.459	37
T	152	152	23.5264	68	84	0.0129862	2	1	0.0535988	-3.0933e-05	0.5	1	171.152	0	0	0	894.005	99
T	167	78	2.08695	50	28	0.0457117	19	1	0.0103103	0.00248422	0.553252	0.263	615.027	0	0	-0.175592	87.1303	87
T	120	61	2.95158	48	13	0.0243883	3	1	0.0163419	0.0386927	0.517359	0.762	212.107	0	0	0.0344864	88.5475	78
T	256	142	3.73638	58	84	0.0115826	1	1	0.0380841	-0.0022774	0.502279	0.928	30.76	0	0	0.00579571	239.128	99
T	94	94	22.8388	53	41	0.0105252	2	1	0.0687238	0.00188923	0.5	1	44.2863	0	0	0.0119978	536.711	99
T	145	145	23.5165	70	75	0.0333311	3	1	0.017812	-2.696e-05	0.5	1	344.558	0	0	0	852.474	99
T	106	106	23.3698	54	52	0	2	4	0.019727	2.96824e-06	0.5	1	272.975	0	0	-0.000387092	619.301	99
T	72	30	1.61357	5	25	0.0270234	6	1	0.0762692	0.016747	0.790607	0	248.608	0	0	-0.534493	29.0443	29
T	150	150	23.6879	90	60	0.0384591	3	1	0.0706622	0.000160149	0.5	1	205.969	0	0	0	888.295	99
T	242	242	22.7568	117	125	0.0546854	6	2	0.0645419	0.00061177	0.5	1	326.993	0	0	-5.84636e-08	1376.79	99
T	155	75	2.4057	28	47	0.00640985	2	2	0.0113937	0.0189621	0.541385	0.326	87.5563	0	0	-0.0601368	93.2208	93
T	396	197	2.43282	85	112	0.00999975	1	1	0.0249658	0.0180637	0.551841	0.043	30.4524	0	0	0.0524166	240.849	99
T	73	73	23.6343	31	42	0	2	1	0.113674	0.0014214	0.5	1	52.2038	0	0	3.98661e-08	431.326	91
T	69	69	23.4418	42	27	0.0142837	1	1	0.22824	0.00542596	0.5	1	29.6536	0	0	-0.0341302	404.37	85
T	180	83	2.01062	49	34	0.0270256	3	2	0.00446609	-0.005539	0.568674	0.103	231.432	0	0	0.133307	90.4779	90
T	240	124	2.95116	79	45	0.0204073	3	2	0.012648	0.0216173	0.556329	0.066	205.922	0	0	0.0645266	177.069	99
T	86	42	2.68962	33	9	0.0114929	3	1	0.0803818	0.017034	0.662565	0.009	110.064	0	0	0.263966	57.8269	57
T	254	117	1.89968	48	69	0.138978	21	1	0.0242526	0.0301372	0.539277	0.242	242.858	0	0	-0.0810442	120.63	99
T	398	398	23.5989	202	196	0.00499988	15	1	0.0278128	4.74645e-06	0.5	1	553.64	0	0	0	2348.09	99
T	74	55	36.146	50	5	0.0864091	3	2	0.323547	0.0327223	0.5	1	163.047	0	0	0	668.7	39
T	48	24	3.21756	8	16	0.0943218	4	1	0.0367848	0.0390985	0.523057	0.773	234.571	0	0	-0.0638071	38.6107	35
T	329	329	23.3716	158	171	0.0436034	3	2	0.0495859	3.10173e-06	0.5	1	250.768	0	0	3.56162e-08	1922.31	99
T	345	345	22.8867	185	160	0.0170935	1	1	0.145445	-0.000263314	0.5	1	23.8638	0	0	0.00699064	1973.98	99
T	118	118	22.9948	51	67	0.0406471	1	2	0.0234214	-0.000257995	0.5	1	30.7451	0	0	0.00725029	678.347	99
T	279	279	23.54	138	141	0.0106379	1	0	0.0203045	0.000155303	0.5	1	171.255	0	0	-0.00344288	1641.91	99
T	174	73	1.03206	39	34	0.00571396	1	4	0.228767	-0.0565229	0.534237	0.474	12.1296	0	0	-0.0296212	44.8946	44
T	193	193	23.5661	97	96	0.0203035	3	2	0.0453607	2.14793e-05	0.5	1	307.457	0	0	0.00472795	1137.07	99
T	252	109	1.50027	36	73	0.112672	18	1	0.0189682	0.0285289	0.505533	0.903	291.445	0	0	0.0437739	94.5168	94
T	203	195	20.3424	101	94	0.0240373	3	2	0.0291387	0.00105237	0.505638	0.415	259.831	0	0	-0.0114907	1032.37	99
T	212	108	2.81151	49	59	0	1	1	0.0311742	-0.0148221	0.500881	0.985	32.5071	0	0	-0.00394176	149.01	99
T	170	170	23.5865	84	86	0.0116272	3	2	0.0515805	3.68776e-05	0.5	1	272.945	0	0	0.0107785	1002.43	99
T	82	82	23.3333	11	71	0.0238067	1	1	0.165258	0.00445893	0.5	1	23.1866	0	0	-0.188523	478.332	99
T	89	89	22.4004	47	42	0.0631512	1	1	0.0728166	0.00242791	0.5	1	20.7788	0	0	0.0134873	498.409	99
T	320	320	22.7757	148	172	0.0390379	3	2	0.0184514	0.000673346	0.5	1	235.238	0	0	0	1822.06	99
T	151	84	3.87438	53	31	0	6	2	0.0483562	0.0146232	0.522992	0.536	334.518	0	0	0.0691493	146.258	65
T	62	62	23.5817	27	35	0.101435	3	1	0.0522782	-0.000490503	0.5	1	206.991	0	0	0	365.517	78
T	242	107	1.62942	20	87	0.0202421	2	1	0.00333447	0.017293	0.800133	0	191.117	0	0	-0.532944	98.5801	98
T	184	184	18.3334	96	88	0.00540511	1	6	0.142184	0.000410182	0.5	1	13.1705	0.418605	0	-0.0159486	843.338	99
T	142	90	5.8761	46	44	0	3	2	0.0143858	0.00960274	0.504069	0.907	282.304	0	0	0.0071674	208.602	28
T	89	83	18.8203	20	63	0.0326052	3	3	0.0320447	0.00285349	0.508435	0.613	262.255	0	0	0	418.753	54
T	274	274	22.8339	95	179	0.0616417	6	2	0.0402535	0.000124288	0.5	1	331.854	0	0	-5.0465e-08	1564.12	99
T	198	78	1.03781	45	33	0.0099995	3	3	0.0354812	0.0653654	0.536969	0.416	141.575	0	0	0.088829	51.3716	51
T	178	62	0.568975	34	28	0.101005	6	1	0.087584	0.0511299	0.571194	0.193	177.294	0	0	-0.165407	25.3194	25
T	216	216	23.6529	24	192	0.419344	14	1	0.0374741	6.95924e-06	0.5	1	337.312	0	0	-0.251263	1277.26	99
T	75	56	9.36617	44	12	0.0259707	18	1	0.0382904	0.0192938	0.543012	0.343	266.689	0	0	-0.0307806	175.616	3
T	58	32	4.20171	15	17	0	3	1	0.00883525	0.0220897	0.520595	0.74	192.724	0	0	0.0501575	60.9248	31
T	136	121	21.2844	41	80	0.0422505	3	1	0.12753	0.00548141	0.511903	0.067	138.173	0	0	-0.025634	723.669	53
T	79	79	23.244	28	51	0	1	1	0.143691	0.000204708	0.5	1	27.7702	0	0	-0.0968219	459.07	97
T	160	153	19.7646	76	77	0.0303012	3	1	0.0424997	0.00433717	0.515763	0.076	173.692	0	0	-0.0925143	790.585	99
T	58	24	23.067	16	8	0	2	1	0.0346082	0.00841522	0.5	1	223.911	0	0	-0.054487	334.472	24
T	119	119	19.9368	60	59	0	1	8	0.156903	0.000354626	0.5	1	8.60286	0	0	-0.0136409	593.118	26
T	282	97	0.487628	25	72	0.0242206	2	1	0.0203564	0.00389703	0.783368	0	175.085	0	0	-0.516074	34.3778	34
T	268	256	19.751	151	105	0.0324898	3	1	0.102075	0.00327303	0.500301	0.986	326.469	0	0	0.0392319	1323.32	99
T	393	210	3.22248	115	95	0.0174996	19	1	0.00913031	0.00283687	0.517481	0.457	600.851	0	0	-0.0616049	316.609	99
T	155	85	3.66147	55	30	0.0548747	3	1	0.00759838	0.0120651	0.516046	0.678	331.874	0	0	0.0292133	141.882	73
T	167	77	1.98972	49	28	0.0290681	4	1	0.0198636	0.0272371	0.51124	0.804	198.006	0	0	-0.0273279	83.0707	83
T	144	72	2.73306	33	39	0.00689608	3	2	0.0350333	0.00761295	0.527834	0.529	326.58	0	0	-0.0629657	98.3903	95
T	132	56	1.50805	26	30	0.0222206	15	3	0.00265594	0.0020521	0.571404	0.199	704.383	0.362319	0	0.125444	49.7658	49
T	353	353	23.341	174	179	0.00563364	3	2	0.0206359	4.33338e-05	0.5	1	314.3	0	0	0	2059.84	99
T	199	187	18.8991	52	135	0.0197035	3	3	0.0400769	0.000236466	0.534355	0.001	233.316	0	0	-3.32807e-08	940.232	99
T	296	273	17.6073	161	112	0.0231015	3	1	0.093424	0.00348421	0.501522	0.873	279.568	0	0	0.0102596	1302.94	99
T	173	173	22.6179	95	78	0.0280883	1	2	0.0747811	0.00166977	0.5	1	23.2392	0	0	-0.00537692	978.224	99
T	55	55	14.1715	26	29	0	1	7	0.139231	0.00508665	0.5	1	8.68122	0	0	-0.085754	194.858	41
T	395	193	2.31698	125	68	0.0124997	3	0	0.0155337	-0.00178205	0.513287	0.624	298.244	0	0	0.0571946	228.802	99
