Class	BaseQRankSum	ReadPosRankSum	DP	FS	MQ	MQRankSum	QD	SOR	QUAL	GQ
T	1.715	0.338	67	0	60	0	16.5	0.934	1072.73	99
T	0.375	-0.571	14	0	60	0	20.97	4.407	167.75	24
T	3.979	0.497	82	1.043	60	0	17.22	0.945	1394.73	99
T	-0.98	1.045	126	0	60	0	34.51	0.873	5426.73	99
T	-0.51	-0.599	99	0.89	60	0	21	0.735	1532.73	99
T	1.02	0.409	112	0	60	0	29.07	0.83	3954.73	99
T	2.382	1.988	56	4.767	60	0	27.74	0.25	1414.73	99
T	1.785	-0.308	121	0	60	0	28.03	1.112	2998.73	99
T	-1.638	0.32	81	11.366	59.92	0	19.49	1.498	1539.73	99
T	1.419	0.987	75	0	60	0	18.39	0.736	1360.73	99
T	-0.696	-2.446	10	0	60	0	32.69	1.402	331.74	27
T	-1.02	0.365	77	3.093	60	0	10.1	0.091	565.73	99
T	2.287	-0.486	42	0	60	0	6.68	0.804	280.73	99
T	2.403	1.609	97	10.266	60	0	19.6	1.851	1900.73	99
T	0.13	-1.14	54	4.281	60	0	13.03	1.387	664.73	99
T	-0.282	-0.156	75	0	60	0	26.15	1.931	2002.73	99
T	-0.24	-1.538	133	0	60	0	23.98	1.196	5691.73	99
T	5.441	2.217	133	0	60	0	29.71	0.739	4849.73	99
T	-1.465	-0.949	9	0	60	0	14.84	0.693	118.73	99
T	1.806	0.127	78	1.606	59.59	0	6.61	1.151	389.73	99
T	2.382	1.988	120	0	60	0	26.64	1.779	4495.73	99
T	0.262	-1.68	66	0	60	0	33.22	1.574	2512.73	99
T	0.868	-0.309	51	0	60	-6.041	34.16	0.909	1673.73	99
T	-0.347	-0.124	23	0	60	0	8.04	0.197	160.73	99
T	-2.957	-0.396	38	0	59.43	0	28.41	3.477	880.73	93
T	0.123	-0.987	368	0	60	0	26.77	0.565	15509.7	99
T	-0.684	-5.291	130	0.784	60	0	20.32	0.81	2641.73	99
T	-0.078	-1.238	29	0	60	0	32.19	2.833	982.73	87
T	2.224	0.161	75	0	59.41	-3.258	15.67	0.663	971.73	99
T	2.174	1.61	30	0	60	0	26.98	3.767	350.73	99
T	1.748	-2.973	3	0	60	0	22.08	2.833	66.25	9
T	-2.886	-0.614	164	0	60	0	31.79	1.329	7162.73	99
T	-0.174	0.085	44	0	52.45	-2.127	30.71	1.609	1740.73	99
T	-4.438	0.148	83	5.888	60	0	17.25	1.397	1414.73	99
T	-0.358	-1.638	62	2.541	60	0	10.99	1.2	527.73	99
T	5.314	-1.016	170	0	60	0	13.78	0.699	2245.73	99
T	1.852	-0.145	151	0	60	0	29.24	1.187	5217.73	99
T	-0.047	-1.133	81	0	60	0	32.03	1.639	2562.73	99
T	-1.042	-1.232	49	0	60	0	29.74	0.693	1110.73	85
T	0.62	-2.989	92	2.809	59.9	0	19.24	1.27	1673.73	99
T	2.883	0.346	13	0	60	0	32.25	1.802	354.73	33
T	0.974	0.156	14	0	60	0	31.77	5.283	494.73	99
T	0.497	0.054	97	2.291	60	0	31.72	1.744	3729.74	30
T	0.616	0.091	25	2.948	60	0	31.32	1.931	751.73	99
T	0.117	-0.143	91	0	60	0	34.28	0.755	3174.73	99
T	1.179	-1.212	220	0	60	0	28.7	0.941	9479.73	99
T	4.897	-0.592	5	0	60	0	22.5	1.609	90	12
T	0.008	-0.373	136	6.72	60	0	20.87	1.362	2670.73	99
T	-0.282	-0.156	101	0	60	0	31.24	5.828	4188.73	99
T	0.889	-3.307	23	0	60	0	27.32	1.609	774.73	66
T	-1.108	0.039	66	0	60	0	22.21	0.954	910.73	99
T	-4.438	0.148	2	0	60	0	23.85	0.693	47.7	6
T	-0.063	1.863	27	5.519	60	0	16.64	0.09	382.73	99
T	-0.43	-1.006	151	0	59.98	0	22.42	4.37	2757.73	60
T	-2.064	-1.367	5	0	60	0	28.33	3.258	143	12
T	-0.454	-1.708	96	0	60	0	19.79	0.815	1800.73	99
T	0.278	-4.589	207	0	60	-2.189	32.27	0.757	7177.73	99
T	-0.63	-1.739	4	0	60	0	31.25	1.609	125	12
T	1.85	-0.424	99	0	60	0	30.58	1.28	4106.73	99
T	1.375	-2.036	4	0	60	0	33.08	1.609	180.87	15
T	1.336	-2.63	110	6.315	60	0	11.46	0.694	1248.73	99
T	-0.902	0.918	38	0	60	-2.083	29.01	1.609	1653.73	99
T	-1.577	-0.403	24	0	60	0	29.51	1.022	619.73	99
T	1.088	-0.526	36	0	60	0	20.24	0.719	728.73	99
T	-0.098	-1.609	174	0	60	0	25.5	0.644	3875.73	99
T	2.128	1.215	386	2.789	59.81	-2.475	14.6	0.853	5560.73	99
T	1.499	0.67	66	0	60	0	26.62	0.925	2861.73	99
T	0.332	-0.124	30	0	60	0	27.95	2.376	782.73	52
T	-0.337	0.317	103	0	60	0	19.53	0.77	1972.73	99
T	-0.855	0.217	52	2.392	60	0	12.94	0.407	672.73	99
T	-1.804	0.101	44	1.236	60	0	11.04	0.914	474.73	99
T	2.238	0.075	71	0	60	0	35.86	0.756	2723.73	99
T	0.116	0.199	37	2.966	60	0	18.45	1.118	645.73	99
T	-0.763	0.135	100	0	60	0	33.55	1.396	3153.73	99
T	-0.839	1.75	78	0	60	0	29.72	0.744	3419.73	99
T	0.223	-0.207	134	0	60	0	33.44	0.757	5705.73	99
T	1.227	1.295	115	5.119	60	0	18.07	1.217	1879.73	99
T	0.475	-0.309	54	1.411	60	0	16.35	0.357	637.73	99
T	-1.918	2.026	131	0	59.83	0	28.84	1.807	5977.73	99
T	-0.059	-0.987	7	0	60	0	32.11	1.609	224.77	21
T	2.188	1.108	166	0.687	60	0	20.61	0.832	3297.73	99
T	0.174	-0.843	40	3.99	60	0	11.82	1.536	472.73	99
T	0.241	-1.18	38	0	60	0	31.52	3.383	1134.73	99
T	2.03	-0.075	99	5.527	60	0	20.47	1.283	1842.73	99
T	1.852	-1.683	51	0	60	0	34.08	1.132	1601.73	99
T	-2.694	-1.176	35	26.668	60	0	8.66	4.801	285.73	99
T	0.55	-0.78	17	0	60	0	10.41	1.112	145.73	99
T	0.819	1.004	20	1.922	60	0	22.14	0.283	442.73	99
T	-4.409	-0.416	72	6.238	60	0	10.39	1.652	747.73	99
T	1.029	-1.107	54	0	60	0	30.3	1.802	2377.73	99
T	-0.566	0.144	9	3.68	60	0	6.84	0.039	54.73	92
T	0.674	-1.452	19	2.762	60	0	7.43	1.536	133.73	99
T	-1.091	-0.889	73	0	60	0	9.68	0.968	493.73	99
T	-0.373	-0.173	66	0	60	0	27.95	2.833	2097.73	99
T	0.674	-1.452	7	0	60	0	30.25	0.941	211.77	21
T	0.73	-0.914	116	0	60	0	21.41	0.695	2119.73	99
T	0.342	-0.007	177	5.298	60	0	19.77	1.179	3183.73	99
T	1.068	-0.366	174	0	60	0	31.36	0.872	6598.73	99
T	0.223	0.534	35	0	60	0	18.34	0.495	586.73	99
T	-4.568	-1.162	213	5.825	60	0	18.6	0.413	3830.73	99
T	0.573	-1.426	127	0.802	60	0	18.86	0.587	2093.73	99
T	-0.167	-1.089	24	2.171	60	0	9.73	0.223	155.73	99
T	-0.823	-2.146	104	0	59.55	0	26.33	1.88	3848.73	99
T	1.004	-0.211	118	1.31	60	0	20.06	0.431	1966.37	8
T	-1.339	0.291	106	0	60	0	30.57	2.494	2720.73	99
T	1.106	-0.666	57	0	60	0	31.65	2.221	2426.73	99
T	-1.645	-1.645	33	0	60	0	31.44	0.752	1236.73	99
T	-1.373	-0.958	151	0	60	0	33.88	1.661	4878.73	99
T	0.364	0.66	261	0	60	0	31.73	1.243	10124.7	99
T	-0.148	-5.218	116	5.034	60	0	14.52	0.212	1175.73	99
T	2.128	1.215	88	0	60	-2.475	27.46	0.812	3245.73	99
T	1.223	-2.792	76	3.186	60	0	19.69	1.179	1456.73	99
T	1.645	0.278	45	0	60	0	20.09	0.575	863.73	99
T	1.979	0.003	262	2.778	60	0	16.1	0.872	4105.73	99
T	2.235	-1.618	128	0	60	0	25.52	0.916	5782.73	99
T	-0.282	-0.156	228	0	59.94	0	32.23	1.565	8088.73	99
T	-2.064	-1.367	48	0	60	0	11.97	0.472	514.73	99
T	-0.826	-2.718	143	4.848	60	0	17.11	1.197	2292.73	99
T	0	-0.246	20	0	60	0	18.3	0.368	347.73	99
T	0.467	0.046	127	0	60	0	29.34	2.187	5518.73	99
T	1.995	-0.551	21	0	60	0	21.09	1.022	400.73	99
T	1.594	0.549	50	1.346	60	0	21.08	0.426	1011.73	99
T	0.533	-0.614	66	0	60	0	8.53	0.368	238.73	99
T	-0.504	-1.14	32	0	60	0	13.62	0.693	408.73	99
T	0.766	-0.087	204	3.332	60	0	19.1	0.977	3666.73	99
T	1.996	-2.233	313	0	60	0	27.86	1.09	13183.7	99
T	-1.833	-1.17	221	0.646	60	0	20.02	0.794	2762.73	99
T	-0.701	-0.484	55	1.119	60	0	25.43	0.458	1398.73	99
T	-0.674	-0.887	16	0	60	0	29.25	1.402	301	12
T	-0.81	-0.081	5	0	60	0	24.88	1.022	179.87	15
T	0.386	-0.295	99	0	60	0	25.58	1.101	2404.73	99
T	-1.451	-0.084	64	0	60	0	32.83	0.625	2600.73	99
T	0.277	-0.534	92	0	60	0	29.11	0.536	2532.73	99
T	1.36	-2.789	37	0	59.55	1.132	6.53	0.776	182.73	99
T	-1.042	-1.232	52	3.209	60	0	19.56	0.246	938.73	99
T	-0.639	1.516	46	0	60	0	34.78	0.793	1250.73	50
T	0.174	0.026	89	2.908	60	0	21.9	1.064	1905.73	99
T	0.366	0.366	19	0	60	0	13.21	1.179	92.5	3
T	0.185	1.396	189	0	59.94	0	27.01	0.935	8023.73	99
T	0.792	1.66	73	0	59.14	0.791	7.68	0.487	314.73	99
T	1.569	-4.475	76	0	60	0	29.17	0.999	3148.73	99
T	-1.545	-0.594	3	0	60	-4.211	25.08	2.833	75.25	9
T	4.77	-0.848	174	6.931	60	0	12.22	1.187	2053.73	99
T	0.134	-0.353	242	0	60	0	31.06	1.114	11858.7	99
T	0.289	-0.347	34	0	60	0	31.62	2.387	853.73	81
T	-1.938	0.821	54	5.684	60	0	8.59	1.821	300.73	99
T	0.681	-1.689	162	3.172	60	0	17.35	1.173	2255.73	99
T	-1.339	0.291	425	0	59.99	0	33.2	2.398	11817.7	99
T	2.82	-1.012	17	0	60	0	31.87	3.056	355.74	27
T	0	0.513	65	0	60	0	18.34	0.61	1063.73	87
T	0.665	-2.952	47	0	60	0	29.83	1.244	1372.73	99
T	-0.211	-1.358	38	0	60	0	20.63	0.874	577.73	99
T	-1.709	-0.655	129	0	60	0	28.37	0.882	4660.73	99
T	-1.775	-0.156	57	0	60	0	33.28	0.892	1763.73	99
T	-0.308	-1.218	29	0	60	0	29.04	0.846	1023.73	78
T	-0.245	-0.831	148	3.248	60	0	20.7	1.016	2794.73	99
T	5.441	2.217	64	7.022	60	0	21.15	0.159	1332.73	99
T	1.029	-1.872	150	0	60	0	19.03	0.73	2721.73	99
T	0.708	-0.042	134	3.229	60	0	19.02	0.455	2453.73	99
T	-1.804	0.101	7	0	60	0	21.37	3.611	106.87	15
T	1.213	0.207	167	5.714	60	0	17.87	0.287	2448.73	99
T	0.103	-1.949	68	0	60	0	25.09	1	2395.73	99
T	2.218	0.006	2	0	50.99	0	15.35	2.303	30.71	6
T	-1.47	-1.889	24	0	60	0	11.74	0.193	281.73	99
T	0.752	0.542	186	3.234	60	0	30.08	0.405	6976.73	99
T	-0.825	0.062	167	14.263	60	0	22.55	1.783	3495.73	99
T	-0.276	1.279	128	2.641	60	0	15.32	0.97	1639.73	99
T	1.653	1.427	90	0.926	60	0	9.89	0.526	761.73	99
T	-1.339	0.291	3	0	60	0	26.42	1.179	79.25	9
T	0.497	0.054	159	0	60	0	26.23	1.292	6185.73	99
T	-0.497	0.703	12	4.771	58.09	-0.967	7.97	0.045	71.73	99
T	0.665	-2.952	5	0	60	0	32.64	1.981	187.87	15
T	-0.481	-1.315	86	0	59.96	0	21.64	6.666	1211.73	99
T	2.658	-0.607	199	1.14	60	0	13.64	0.748	2713.73	99
T	0.294	0.193	46	0	60	0	10.37	0.653	466.73	99
T	1.508	0.307	137	3.312	60	0	9.11	1.04	1174.73	99
T	-2.265	-1.388	34	0	59.75	-0.966	16.06	0.602	465.73	99
T	0.342	1.798	305	0	60	0	31.07	1.043	8791.73	99
T	1.124	-1.108	203	0	60	0	28.75	0.424	8394.73	99
T	0.402	-0.858	97	0	60	0	29.17	0.421	2683.73	99
T	0.887	0.066	45	9.818	60	0	13.82	2.014	552.73	99
T	-0.308	-2.32	87	0.829	60	0	19.07	0.551	1601.73	99
T	-1.711	-0.455	92	0	60	0	25.23	2.636	3395.73	99
T	0.234	1.976	486	0	60	0	30.35	0.227	19664.7	99
T	-0.326	0.461	47	0	60	0	17.77	1.075	799.73	99
T	-0.571	0.765	29	6.455	60	0	23.26	1	604.73	99
T	0.192	-0.996	118	0	59.91	0	30.91	2.086	4242.73	99
T	2.186	-1.826	196	0	59.97	0	27.29	1.522	8433.73	99
T	0.885	-1.086	97	2.979	60	0	10.7	1.085	1037.73	99
T	-0.024	-1.717	36	0	60	-6.543	33.36	1.675	1167.73	99
T	1.954	-0.418	7	0	60	0	32.11	4.174	224.77	21
T	2.182	0.516	14	0	60	0	31.51	2.833	94.52	7
T	0	1.487	37	1.48	60	0	19.74	0.42	690.73	99
T	0.311	0.63	39	0	60	0	28.6	0.914	1342.73	99
T	0.574	-1.32	119	0	60	0	14.37	0.686	1638.73	99
T	0.959	-4.513	26	0	60	0	25.57	6.439	613.73	72
T	0.572	-0.975	104	0	60	0	32.33	0.795	3265.73	99
T	-0.43	-0.923	14	2.92	60	0	22.21	2.303	288.73	99
T	-1.224	-0.514	153	8.069	60	0	20.35	1.359	2828.73	99
T	-0.55	-2.073	10	0	60	0	31.53	2.093	283.74	27
T	1.943	-2.772	6	0	60	0	26.53	2.303	232.8	18
T	1.071	-1.25	64	2.211	60	0	21	0.434	1280.73	99
T	-0.46	-1.437	120	0	60	0	13.99	0.711	1580.73	99
T	1.653	-0.585	103	3.902	60	0	21.23	1.123	2059.73	99
T	1.231	1.377	20	0	60	-0.635	26.48	1.609	668.73	48
T	0.442	-0.18	143	2.975	60	0	17.8	0.946	2545.73	99
T	0.316	1.015	83	0	60	0	27.65	1.022	1979.73	99
T	2.241	0.372	199	0	59.92	0	32.7	1.002	8722.73	99
T	2.588	1.271	45	2.985	60	0	16.93	1.27	761.73	99
T	1.468	2.101	109	0	60	0	30.05	5.421	2686.73	99
T	0	1.383	41	0	60	0	28.79	0.914	1581.73	99
T	2.049	-0.412	51	0	60	0	27.71	3.788	1897.73	99
T	-0.244	0.66	64	0	60	0	26.37	0.726	1555.73	99
T	-0.027	-2.448	141	1.388	59.97	0	22.73	0.862	3090.73	99
T	-0.564	-1.026	24	2.158	60	0	15.92	0.252	238.73	99
T	0.937	3.607	56	0	60	1.226	34.49	2.259	1827.73	99
T	-1.5	-1.293	64	0	60	0	16.43	0.73	936.73	99
T	0.654	-1.577	42	0	60	0	26.71	4.003	1058.73	74
T	1.159	-1.151	34	3.565	60	0	14.19	0.126	354.73	99
T	-1.229	-2.105	352	1.259	60	0	18.49	0.732	6453.73	99
T	-0.063	1.863	72	0	60	0	29.75	1.385	2527.73	99
T	0.566	-0.566	8	4.26	60	0	3.09	0.061	24.75	62
T	-1.08	0.172	9	0	60	0	30.35	4.407	322.75	24
T	0.387	1.777	524	2.481	59.99	0	9.11	0.514	4536.73	99
T	0.15	-1.936	24	0	60	0	32.44	4.892	811.73	69
T	4.251	1.009	45	0	60	0	34.82	7.658	1566.73	99
T	1.193	-0.306	53	6.084	60	0	22.15	0.078	1018.73	99
T	-1.324	-0.993	37	2.021	60	0	12.53	1.721	325.73	99
T	-1.423	-2.281	26	0	60	0	27.43	2.215	918.73	81
T	0.284	1.302	2	0	60	0	32.12	0.693	64.25	9
T	1.504	0	124	0	60	0	33.15	1.123	4465.73	99
T	-0.168	-0.795	96	5.316	60	0	12.6	0.752	1209.73	99
T	-1.59	-0.084	49	1.453	60	0	16.15	0.976	726.73	99
T	0.74	-0.706	41	0	60	0	7.07	0.563	289.73	99
T	-0.43	-1.006	110	0	58.41	0	31.3	1.101	2112.73	99
T	3.514	-1.238	165	9.531	60	0	16.02	0.299	2642.73	99
T	0.229	0.566	156	0	60	0	31.35	1.257	6663.73	99
T	-1.048	1.861	51	0	60	0	17.39	0.582	660.73	99
T	2.1	2.1	7	0	60	0	29.47	2.303	176.8	18
T	0.994	-2.381	31	0	60	0	25.26	0.784	798.73	99
T	0.341	-5.06	67	0	60	0	24.64	1.793	2342.73	99
T	1.325	0	57	0	58.29	-0.399	27.99	0.28	2148.73	36
T	0.109	1.29	35	0	59.83	0	24.79	1.839	1420.73	99
T	1.96	1.645	182	0	60	0	28.43	2.223	7776.73	99
T	-0.992	0.07	130	0	60	0	32.4	1.241	5886.73	99
T	0.227	-0.977	59	0	60	-6.814	29.34	1.342	2017.73	99
T	0.645	0.679	128	0	60	0	28.47	1.807	4632.73	99
T	-1.205	-0.88	184	0	60	0	32.34	3.535	7698.73	99
T	0.697	0.183	44	0	60	0	16.68	0.668	683.73	99
T	1.33	0.319	114	3.634	60	0	9.31	1.054	1042.73	99
T	0.492	-1.452	64	1.817	59.87	-0.342	34.7	0.299	1769.73	99
T	0.819	1.004	225	0	60	0	32.54	1.285	7944.73	99
T	0.662	0.916	28	2.644	60	0	18.91	1.802	453.73	36
T	5.143	-0.063	100	0	60	0	27.81	1.408	3956.73	99
T	0.799	0.424	127	0	60	0	28.77	0.801	4941.73	99
T	0.171	0.799	71	0	60	0	21.57	0.678	1121.73	99
T	-0.967	-0.674	139	0	60	0	33.8	1.397	5565.73	99
T	-0.937	-6.574	122	0	60	0	27.9	1.629	4819.73	99
T	0.278	-4.589	277	5.354	59.86	-2.189	14.69	1.01	3731.73	99
T	1.602	-1.249	81	0	60	0	30.57	3.014	1589.73	99
T	0.619	-0.286	14	0	60	0	10.52	0.368	136.73	99
T	-1.118	-1.076	31	19.651	60	0	16.51	4.61	313.73	99
T	-0.206	1.845	113	0	60	0	26.25	1.201	4716.73	99
T	0.134	-0.353	65	0	60	0	29.98	0.997	1738.73	99
T	0.23	1.884	45	1.378	60	0	12.15	1.061	461.73	99
T	-0.701	-1.659	176	0	60	0	33.72	0.567	5596.73	99
T	0.253	1.645	5	0	60	0	10.75	1.022	53.73	56
T	1.285	-0.707	68	0	60	0	11.5	0.796	747.73	99
T	0.151	-0.109	85	0	60	0	26.32	2.448	3110.73	99
T	-1.403	1.198	241	0	60	0	28.04	1.409	8373.73	99
T	2.049	-0.412	54	1.156	60	0	20.15	0.935	1067.73	99
T	0.114	-1.602	21	0	60	0	14.48	2.494	231.73	6
T	-1.865	-1.132	56	2.491	60	0	24.46	0.354	1271.73	99
T	0.162	-0.686	119	0	60	0	20.52	0.661	2339.73	99
T	-2.033	-1.405	70	0	59.97	0	27.25	1.022	2395.73	99
T	-1.056	0.413	169	15.664	60	0	18.14	0.188	2865.73	99
T	-0.24	-1.538	138	0	60	0	26.18	2.042	6225.73	99
T	2.267	-0.211	3	0	60	0	32.75	2.833	98.25	9
T	-0.807	-1.065	137	0	60	0	29.72	0.708	5041.73	99
T	-1.545	-1.44	20	0	60	0	28.51	1.179	663.73	60
T	-2.291	0.625	60	1.007	60	0	19.63	0.718	1138.73	99
T	0.192	-0.996	170	0	60	0	29.6	0.981	6053.73	99
T	-0.919	-0.706	41	0	60	0	6.16	0.387	178.73	99
T	1.943	-2.772	9	0	60	0	33.3	3.056	299.74	27
T	-1.117	0.64	209	0	60	0	29.94	0.517	7209.73	99
T	-0.497	-0.936	90	0	60	0	28.38	1.013	3614.73	99
T	-0.591	0	12	0	56.52	0	41.73	3.258	434.73	33
T	-2.2	-1.889	79	0	59.87	-1.119	14.35	0.67	803.73	99
T	-0.221	-3.027	191	0	60	0	29.73	1.848	6983.73	99
T	2.283	-1.345	125	4.68	60	0	11.61	1.247	1033.73	99
T	1.313	-0.923	40	0	60	0	20.78	0.582	789.73	99
T	1.375	-2.036	11	0	60	0	28.21	4.977	456.73	33
T	0.94	-1.913	36	0	60	0	7.95	0.495	214.73	99
T	1.061	-0.909	29	0	60	0	13.03	1.127	338.73	99
T	0.221	0.142	38	1.5	60	0	9.08	1.034	299.73	99
T	1.106	-0.666	28	0	60	0	32.11	2.833	1011.73	84
T	0.055	1.405	18	0	60	0	14.8	1.371	236.73	99
T	2.456	0.021	5	0	60	0	32.97	1.022	164.87	15
T	-0.452	1.952	25	0	35.56	0	30.17	4.892	819.73	78
T	0.631	1.367	73	4.837	59.77	1.101	18.97	1.671	758.73	99
T	1.106	-0.666	24	0	59.22	0	28.83	3.352	824.73	69
T	0.725	0.79	38	0	60	0	30.87	5.838	1458.73	99
T	0.225	-1.627	70	0.96	60	0	17.33	0.915	1143.73	99
T	0.868	-0.309	92	1.755	56.45	-6.041	17.89	0.927	1574.73	99
T	-0.378	-0.38	160	0.635	60	0	16.41	0.8	2444.73	99
T	-1.209	2.579	48	0	60	0	15.12	0.765	710.73	99
T	-1.709	-0.655	65	0	60	0	13.51	1.241	675.73	99
T	1.261	-4.494	130	9.061	60	0	19.31	1.514	2162.73	99
T	0.663	-1.033	105	0	60	0	12.83	0.685	1244.73	99
T	-1.207	0.56	15	0	60	0	16.84	0.175	235.73	99
T	2.036	-2.165	174	0	60	0	32.52	0.741	5527.73	99
T	-0.007	0.788	51	0	60	0	31.69	1.483	1402.73	99
T	-0.057	1.047	52	8.513	60	0	14.65	0.159	761.73	99
T	-0.768	0.651	17	0	60	0	36.92	2.712	594.7	6
T	1.084	2.953	71	3.358	60	0	13.91	0.672	931.73	99
T	-0.221	-3.027	29	0	60	0	33.51	6.666	904.73	81
T	-0.046	-1.898	162	9.869	59.9	0	15.27	1.46	2396.73	99
T	1.018	-1.23	97	0	60	0	28.71	0.802	2784.73	99
T	0.941	-2.173	3	0	60	0	26.85	0.693	53.7	6
T	0.858	-1.402	170	5.124	60	0	15.27	1.112	2457.73	99
T	-0.397	1.137	16	0	60	0	15.52	0.941	232.73	99
T	0.837	0.361	79	0	59.92	0	13.45	0.765	645.73	99
T	-0.275	-5.542	56	1.302	60	0	10.77	0.741	581.82	99
T	-0.947	0.216	142	8.391	60	0	21.88	1.03	2800.73	47
T	2.922	-1.22	51	0	60	0	34.53	2.303	1726.73	99
T	1.129	0.712	253	0	59.84	-0.158	28.16	0.608	9735.73	99
T	-0.82	-1.214	47	1.354	60	0	17.29	0.419	760.73	99
T	0.39	-1.3	31	0	60	0	28.87	6.091	721.73	99
T	-1.629	-2.598	70	2.326	60	0	17.93	0.361	1039.73	99
T	1.487	1.805	78	0	60	0	29.93	0.92	2825.73	99
T	-1.088	2.011	144	0	59.98	0	34.63	0.391	4917.73	99
T	1.05	-1.177	73	5.214	60	0	17.77	1.365	1172.73	99
T	0.425	0.092	116	0	60	0	33.98	5.499	3611.73	99
T	-0.598	0.385	6	0	60	0	24.77	3.611	123.87	15
T	1.282	0	61	0	60	0	25.78	0.693	2207.73	99
T	0.821	0.259	78	2.653	60	0	31.2	0.307	2878.73	86
T	0.15	-1.936	30	0	60	0	33.82	3.912	1014.73	90
T	0.185	1.396	7	0	60	0	29.47	1.329	176.8	18
T	1.781	-0.61	30	0	60	0	7.54	0.657	218.73	99
T	1.467	0.471	28	2.969	60	0	12.18	1.802	255.73	99
T	5.441	2.217	17	0	60	0	31.07	2.712	734.73	54
T	0.619	1.242	11	0	60	0	1.98	0.169	15.85	53
T	1.943	-2.772	57	0	60	0	31.37	1.179	1478.73	99
T	-0.564	-0.247	119	7.874	60	0	20.86	0.266	2419.73	99
T	-0.23	0.632	11	0	60	0	22.25	0.941	244.73	99
T	-0.385	-0.395	83	0	60	0	23.3	0.726	1910.73	99
T	-0.603	-0.735	4	0	60	0	27.91	0.693	143	12
T	0.412	-1.033	50	1.747	59.46	0	19.62	0.336	843.73	99
T	-0.273	-1.215	150	0	60	0	34.99	0.736	6268.73	99
T	1.011	0.023	106	0	59.88	-0.221	31.42	1.305	2921.73	99
T	2.063	1.451	167	0	60	0	33.85	2.772	6727.73	99
T	0.762	0.589	54	0	59.69	0	31.75	0.361	2108.73	99
T	1.06	0.341	240	6.077	60	0	29.83	0.093	6949.73	99
T	0.616	0.091	80	0	60	0	24.19	0.798	3373.73	99
T	-0.369	-0.955	74	0	60	0	30.81	0.849	2752.73	99
T	-1.523	-1.307	71	0	60	0	11.72	0.623	773.73	99
T	0.151	-0.109	33	5.188	60	0	16.33	0.91	538.73	99
T	-0.011	1.535	61	3.736	59.78	0.772	11.57	0.209	566.73	99
T	-0.679	-1.443	97	1.992	60	0	19.84	1.022	1487.73	99
T	1.629	0.216	148	0	60	0	28.82	0.976	5015.73	99
T	1.581	1.106	447	0	59.97	0.908	10.58	0.689	4473.73	99
T	0.026	2.513	470	0	60	0	27.14	1.434	21232.7	99
T	1.039	-0.039	23	0	60	0	13.14	0.527	262.73	99
T	1.728	1.111	81	0	60	0	7.65	1.316	313.73	99
T	0.122	1.156	91	3.757	60	0	27.93	0.814	2386.73	99
T	1.95	1.579	63	0	60	0	31.14	5.097	2353.73	99
T	-1.058	-0.73	27	0	59.2	0	30.52	2.584	655.73	50
T	-0.566	0.385	82	0	60	0	34.92	3.098	3175.73	99
T	2.235	-1.618	247	0	60	0	30.71	2.235	10836.7	99
T	1.086	-0.186	30	0	60	0	32.75	6.666	1151.73	82
T	-0.237	0.073	31	0	60	0	16.51	1.387	445.73	99
T	-0.14	-2.375	64	1.032	60	0	17.66	0.551	1006.73	99
T	-1.775	-0.156	46	2.638	60	0	22.72	1.153	999.73	99
T	1.428	-1.14	52	0	60	0	30.03	2.187	2218.73	99
T	1.856	-0.281	216	0.98	60	0	13.22	0.828	1863.73	99
T	0.756	0.662	77	1.99	60	0	12.71	0.528	889.73	99
T	2.934	0.21	70	0	60	0	15.58	0.852	607.73	99
T	1.292	0.135	22	0	59.47	0	27.76	0.693	709.73	60
T	-1.472	-1.556	57	0	60	0	3.93	0.465	176.73	99
T	-0.317	1.624	230	0	60	0	27.78	0.862	8736.73	99
T	2.047	-0.451	36	0	60	0	34.52	2.179	1582.73	99
T	-0.61	-0.918	48	0	60	-7.329	34.59	0.919	1625.73	99
T	-2.696	-1.052	71	4.502	60	0	19.11	1.31	1222.73	99
T	-0.121	-0.23	32	0	60	0	6.99	0.641	209.73	99
T	2.495	1.945	159	0	60	-6.501	32.46	1.473	4900.73	99
T	2.1	2.1	29	0	60	0	34.67	0.997	970.73	87
T	0.16	2.916	71	0	60	0	30.33	1.284	2885.73	99
T	-1.11	-0.265	52	0	60	0	13.71	0.532	685.73	99
T	1.335	0.728	11	0	60	0	12.79	0.33	140.73	99
T	-2.957	-0.396	133	0	54.49	0	25.2	0.693	5809.73	99
T	-1.339	0.291	49	0	60	0	30.99	1.981	1706.73	99
T	0.834	-0.634	27	0	60	0	18.2	3.611	345.73	98
T	1.569	-2.657	76	1.993	60	0	22.55	1.318	1600.73	99
T	-1.209	2.579	24	0	60	0	32.47	3.352	746.73	69
T	0.185	1.396	35	0	60	0	29.51	3.056	560.73	99
T	0.348	1.373	133	0	60	0	30.39	0.465	3919.73	99
T	1.859	0.141	74	9.548	59.89	0	18.56	0.691	723.73	99
T	2.167	0.953	203	0	60	0	28.49	1.645	8608.73	99
T	-2.338	-0.573	2	0	60	0	26.05	2.303	90.25	9
T	2.922	-1.22	97	0	60	0	34.81	2.019	3271.73	99
T	1.629	0.216	118	0	60	0	31.35	1.672	4187.73	99
T	-1.602	-4.424	108	1.955	60	0	7.7	0.771	708.73	99
T	0.386	-0.295	8	0	60	0	26.25	1.863	285.75	24
